,participant_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
10,bg3ft37FRcub,35.859901323566326,5.7284419036990455,-13.913270514750382,-10.855527755122766,-5.219557579778886,24.027917139172892,5.509846656569924,14.278384631880627,1.255380413796728,11.872522776586493,-3.5869177077480896,-11.512014369519747,4.240424142242637,-4.6651709332770785,9.689872281198058,16.733144829797194,4.981421626640795,1.8472775136275505,-6.101497674293657,-13.80990359051235
11,ZrEocbbTa2lB,27.742515200227356,-10.597847215449585,-7.17329849882113,-16.59654235699462,-18.01857980223834,-7.71559515222081,-3.3485828635982657,-8.092772787783717,-0.22305268557897798,23.0931911635992,-12.26350227524847,-3.19514970095925,5.704247722703377,-6.56733441429939,1.2564772258699701,5.854358799684327,-4.421032367927684,-0.975937997471018,-2.1249418884495306,13.726646767436753
12,8chKGdmT3rLH,-45.61482618286733,-27.461453296942416,22.17450984429949,-26.45111004300738,17.64151219688406,17.983221094960086,-12.605200586673606,0.42071047785774895,20.896994588956503,17.637836516888573,-13.02315631223548,-6.170565988378237,12.545281694355083,-0.8470545785525828,-7.994529311813437,-10.508335546949205,-20.725097308093712,6.97889855196806,3.0097410105825233,-5.923629827423024
13,TNLNtid3D8ml,-15.565114631124617,-2.5850121071555776,-4.348560214940591,8.647020241879106,-16.392396794320327,7.064612038797668,-11.714704719605137,-20.590134971977545,1.0541856514010195,12.919384196681232,-2.4261709115928936,6.430062973676154,-6.472663877847298,-0.9682302565431935,11.560189443965879,-12.410786675459438,9.15132555379703,-14.590609943999931,-4.68948031774715,0.13314795306317756
14,kawulA88OFSQ,-45.610868308230025,18.355318717057404,10.86378036372898,-7.425166977748203,7.281322748411216,28.662385810755346,23.193291624302642,2.260560256684289,-15.047824966715575,-16.2389865637111,-0.7820356343045137,4.873213398164586,-7.794140435094447,4.396359978193253,-2.904918138389255,14.262229992652761,6.836948561197803,13.54051389498538,8.991427904885988,11.89039625432317
15,nPOaFnetJKTr,45.680313781862566,7.5060494913946325,10.698829251442644,-21.125474769966633,27.115469233720482,12.65503949992164,-28.832941917736477,-19.385542549948582,-8.719769853521944,18.248496760687196,-1.4520342825263803,-16.844490148902707,0.6364713860150215,-11.841317894513924,-0.028594165845056654,1.0867921383590338,-19.299157875432503,-7.446116843167423,-18.711019905747523,8.598878540500339
16,dI23GWHeIH06,4.505186633195547,25.005766488356137,-14.163957477303605,8.277027263368748,-21.828603321876567,-11.349318312054757,-5.0617171339917935,19.733941586697007,11.261122325811623,-4.10631480157348,-5.572030517418422,-23.62726649234544,-19.227715127712944,-3.9150956590096264,7.069051171060631,-7.617786008777329,-0.542338512112674,-5.38523706150035,-6.232182121959367,-5.466928930632445
17,EoJhiA1kMQOf,11.755100878195627,12.768337615807548,12.08782074086474,7.325275867525406,17.792774079999514,-14.040519253706604,14.847140568885333,-12.88388289563414,-22.90891777257178,1.9779977181860904,-19.323464568065113,11.505829812955223,-0.6162833099269831,-6.2722583901629205,18.390474285085762,-9.060535735291168,-3.66396219184937,-8.687002848783333,9.886079907006843,-13.135058482222417
18,f4ncAbyBNvz3,10.056877143592159,13.069947867452495,-5.338579205092146,9.671990203004647,7.175473617535144,19.3242718387078,17.62680893694129,-50.81949330254976,-4.355669970730228,14.872088278448382,13.658096935421396,-1.896175635065058,0.6767685791585629,-10.54333054415807,10.10791226644715,-10.412681375781553,-7.662258173491691,7.909944858996542,-5.741810151365125,-6.882111983647617
19,4JjEThZDJkAl,18.039954861415122,-6.32428185049206,-46.11789228498064,-18.62003367094897,-13.570112808599458,-6.634833812969513,38.44648948460229,14.720769663261619,16.046708403633332,-21.570274269413698,12.800769277346221,-2.35788237425308,3.8290703286821106,-12.077682524469237,-7.755265804983497,-12.21751649139787,4.571630992472808,3.587826445195621,2.1983321957365183,-17.179353474623973
20,zGijz1UFjAfz,9.068667030529548,21.70458016326877,-54.702592637151945,-3.5566546654992504,11.175972491808986,12.075777177792594,56.396702099850756,5.805576915068909,1.832925321197924,-1.8510487086042222,8.601756956251249,-18.886854784795386,13.920991708735034,14.700981416925535,-6.280287042351075,-23.429645416791047,-13.409422074525532,21.17346265276978,15.051210513858582,21.22771604761788
21,7Fga1GnIjOfA,29.944068088539527,-4.077332972665002,6.986829113956037,-6.596697999696207,-1.7101142063981054,1.0785279733420776,-2.369394468376841,-5.576820745558406,-9.790836949555494,-14.2261207001138,-10.14570566714356,6.525900398352906,-11.25731295412025,-1.381245221489726,16.35573181061054,0.8055203112719019,2.4326840978109026,-18.14178731519897,-3.9689450524488916,7.238911165126452
22,bkTAb6Mpe2xp,61.34493787915099,2.2912272123202375,23.755136982321197,-17.82199580970689,7.080724275915732,29.218181659959146,-17.499349461366823,-1.662280118088711,14.64705164230111,-12.782018049473598,-22.592336947490026,-1.3879674068145735,-0.6961830743207504,15.031429367850334,-2.8088809952368847,-13.457637793394273,0.8684473150569182,-4.656779018391353,1.008115752576757,-2.229989347942074
23,fWOgfZJtPJca,-23.505164429798107,0.8361969840594106,16.823763452699666,-10.610313176172797,-1.1784839168103463,0.45903698795529646,2.3543499788226563,-8.720996933021313,-2.735056073910886,5.483800644170106,-4.949376434104351,4.791363502450614,-12.029186616846822,-2.788939253584322,-4.933464658859315,7.999994704524915,9.626101963384091,3.5302755795993317,-7.131429543955242,-6.513601674426636
24,XbzZbKXTdhPd,-52.89626440119254,-11.490460358775156,36.83392377729443,-34.18993555528825,2.4192237547946767,-2.2826436633457456,2.078121602228483,13.831481583439304,1.488983531477984,-3.5325418842855276,-4.554139827399314,9.928472449477109,-12.821292830749817,3.260957425250395,7.666351107095431,-8.966109696593882,-7.011766526417793,18.98383770220159,-1.6871030990985325,-7.661373265657142
25,5nMvgEkXdeOB,-0.18819938003621978,8.26244139432324,-1.8549310089628128,-10.592287299573774,11.36106776834496,-11.81357708482445,-2.0072381301962254,-14.633364527559513,22.061123345240933,-23.4140384456823,-21.088496267507274,13.58065631604096,-7.308987078248953,-18.050739723049603,13.412365045670557,-13.560130384135542,4.503683013178101,3.5285395683866057,7.483332151936137,-3.195726058799628
26,PLSPsExmUXmN,-41.051025417604826,28.309305267262218,20.072234205226657,-10.320232137014731,-17.19539207425651,14.508538675581516,-5.536246337879909,-10.910458120077717,4.485165629321332,-0.4273708177224676,-19.374608262614945,-3.688732488838141,4.331575380948241,23.05214590211391,-13.780018865082345,-12.561649852896513,27.6310021565441,-17.978169310606162,-16.586602494566367,1.3988070967567736
27,00fV0OyyoLfw,-18.751951199483607,-22.280228566737335,-0.6320100123247054,8.933307568488875,-5.243141481960961,6.402985230989839,0.14320831410783044,1.1502809782287209,3.35581997223185,-10.981718803954537,3.349769954662949,1.5878291372478341,4.601576185391705,5.888715719966095,16.007859249574828,16.7393459811783,5.080761820309747,-0.22595627836360793,8.533324818694942,-5.058120953524671
28,OtkIG0IDuLzE,-7.126931719955559,6.114435412327534,9.693114074560636,1.2739589469578703,-1.3524198181165306,28.051880990168677,-7.419152144285914,-9.742236630227202,0.7085208671491006,5.386692513016206,-20.061003544515174,-3.8658092475685786,-24.03031515446134,6.727640690519054,17.192881472749054,16.678789946073337,-10.712835502907742,-23.93912261732276,1.402211831879121,19.546489757467615
29,nqLrR0ExZDQ4,-27.30907884388286,-22.94057730970158,20.032276673553756,-35.76790899733922,-4.514548511303864,-9.4816144622923,3.122935469790694,2.8412526699545695,-18.705088364845327,8.626402430600525,13.610726173714157,-4.146178453854762,-6.933880281221476,5.152003018616746,-15.219984651426893,-5.349414957913827,6.603586768281114,-14.537777190278279,-11.234639648207986,-8.901106922387333
30,SZxlsOgwVT6D,48.0800105197293,26.422974617830054,24.471273879660014,30.48392196875039,-25.828221642361928,2.5895214554641166,-28.188972548379024,6.776315686247745,13.150652370748256,-13.025985767501306,1.0758097466332628,-9.830919257799835,11.89205858268996,-9.135429157834311,-19.71656628667568,-27.820453333414505,7.61011814913811,-13.448345751168693,-0.42411698698798606,-4.314452380703927
31,ZkakOF8J1wn7,-13.559963264647212,20.034964000761878,5.740941311944388,-2.322115472495552,16.62937655633836,-14.30667507104449,22.798429706756973,17.770036339567607,-17.195291109269473,3.864828538902833,6.2352944442753255,-11.613882715967184,10.601889301509683,15.746184039007,10.260304568402459,-14.014450441667014,6.268677889840578,27.520361489080397,1.874187795016837,-4.028371404907332
32,fGTvn4BGUGek,-30.676459244237222,-17.265033779071967,16.418044759775412,-8.324454981891838,12.006247431872572,16.720863758231488,9.393378091675896,8.035549166024166,-4.164196703341457,-19.53463488195835,10.501229643017242,-15.051599142325387,0.9781599439085005,6.769563142342418,15.78857006305441,-2.774352755451199,-1.5276169118667091,17.943886724502473,-8.296231797393355,5.248444651016619
33,nNfmt7BNAZAs,-4.26614365361533,0.9310894783512824,-2.848693334349313,-4.384479428607473,-0.38808256768715843,26.805501853790833,0.5847357171324744,13.866709389027742,5.5210024827295365,2.458394433077727,-13.811433886154944,-6.497458437105921,-17.03727106710551,-20.677117447075073,-2.591165810621414,1.6838381072800814,1.5466833667870044,5.846160517562695,-3.7194331524071287,-6.445575335173733
34,YmeN5YwgkTt7,-27.615205019712846,23.886058519284813,-16.359786346702446,34.759080545211845,-14.522659907580175,-15.00627705508742,-19.367802600518015,16.097476658961558,14.23734778498328,-3.8600206783688344,-20.433460998003305,18.650121701249223,31.023856896474122,-2.668532785386832,-8.111444958351646,-10.295431237033577,12.348553722689239,-6.302545149813024,-4.183193876639116,18.420554215503824
35,O7qRakCyiUlW,72.38329554231974,17.676986135038714,-31.554651636906023,-31.625269291454618,29.012430562531257,6.949233900277461,-60.029557082375575,-15.333675871583605,-15.83534358007062,-22.388365213646434,12.887782089507764,5.522255479749393,-20.167332976661815,-5.474611008144109,-7.637334217829971,-3.157032240034964,-0.970139054037497,27.040736325121404,8.970235664245905,27.240677483227554
36,jsSpilEyKly6,-16.22065109273747,-12.295642899382223,-3.4300135006482266,-18.32200220774152,4.6082844675998285,1.2699751271567423,-16.14422492939872,14.978944529056871,-17.293656520079413,-5.749453883132674,8.869630184412516,-0.5146750973801774,-4.0216106791387904,-4.996368944860829,-4.646798917976591,15.800662336277883,1.3205050992149914,3.634366759490561,-4.691785974892893,-2.5386415275824645
37,bFzs5FP3fDIv,19.002612437305867,24.133929610982324,14.96872120910692,-2.411037216327881,2.2594716450324537,1.9436343845697959,8.527125861683528,-4.563966329849568,-20.5771479550589,20.53994070576321,-6.190441836339891,-8.957339998357071,19.22945244703897,-1.513469550905994,1.9193142468951594,-4.531121461235916,14.576652891649486,15.25117900817571,-3.617228939130885,-8.704122194656287
38,W1uPC9UrBXvR,-72.79762755187673,20.219670300729877,38.38679775478535,-41.023711400425285,7.333484306166101,1.0983448585286106,6.835620551511788,14.398507534384807,-11.928236603196964,11.269015394857222,-3.5927293640345597,-11.103703801737934,37.36446985479375,21.9509486125288,5.631515801782277,8.824782659830847,18.47473950030981,-9.455591453377096,-12.814168250801437,14.744850230362635
39,dlBCMx6EvFDZ,40.01763776052322,-17.477921931440125,7.094993537949437,11.733632652143916,12.908269252754195,-20.279006791796196,14.781303817981948,-1.6236498419494287,-9.601894004911069,6.360714979403607,-4.372481062223713,8.052519364813492,0.3602573061710539,2.6443226252912733,18.768991104185254,3.9203456899703006,14.993739175394749,-8.95730005294535,5.555540801754527,-0.05611005562772982
40,S04GCmOE52Zv,55.6695255165292,1.9786573548368365,-6.816933308326328,-20.405823789797303,18.136359088412654,22.676204032089984,-25.383698719698423,-28.425530401176744,11.202682546499544,12.445631092881726,6.6696994721345115,1.4051235102048663,-1.0584687159891784,5.758150673047659,4.581938246738105,-18.412610333233733,-5.918868131521729,-0.2296445528873022,-2.2162587154929785,-1.1898787942452511
41,h2wSdg7XIBUJ,-8.805386256062448,-24.43177981098813,-11.686205060442031,22.343822164686006,1.3293308135918773,23.02941835033299,-8.562882326020958,-10.808056518657684,-12.770771803812238,33.892470371087185,-12.406991287844704,-17.525285489156932,2.6024894103733343,10.511459373784735,-14.304478114703155,16.980759256419013,-20.39985528937322,-8.720713568527705,-20.377737358172197,3.762784683320703
42,fRHYMh3Q8jk6,110.52213336339277,14.151492306686157,22.428493163559235,39.28395328670032,-39.350597314609466,81.10844876879003,-1.7095345186161062,81.70969727847165,18.308973010936903,43.97911064336136,5.8289809194806415,102.24264376780049,3.323873068895187,-21.218320558828374,-29.070347265851765,-36.81679785632691,20.504647100510606,38.62698274029423,10.145152712848319,19.035302463145282
43,8jjvOdQ5WL1z,26.848864140240995,-32.659503116517946,-20.175372481762064,5.7907036082979655,32.4712451485393,-16.919440899532383,-7.847198912366738,-10.315274356323256,-11.39332521971211,3.3339792871690808,-16.93016890609004,9.143719462441185,-11.702159760866769,-10.621041639357275,4.297110914399424,-2.0985917129394744,-10.289546414929543,-8.810495904143561,8.931409934099808,7.552514304823765
44,Jf2u0UWFo6pK,-8.495637877498085,-16.80695833780708,-4.771509233990844,-21.334487705488154,0.4258252161464423,1.6605343362255311,13.444010862563344,6.96379281166162,-10.66893494357107,3.933313156052347,3.276260620551558,-2.014364524301269,-26.782203959397584,-2.4009443088595908,17.179767278335813,9.12447049896811,-4.393567802800447,11.038711086751,7.972940742923046,-7.93241289357918
45,UwwlGGFCjkvP,-20.077777091099435,4.615652116340645,5.3103383641586275,-28.804318980472516,-17.80999397738707,-7.401082327856543,20.281681175629988,-16.62190166740477,18.928155045426593,-18.874430210529336,-3.7634277510035785,-19.849915408922964,-16.92362998863131,-16.32713702009432,-12.08201595849427,17.873052708301696,-4.907987771034552,8.473673605280332,5.833932805896122,1.8465301054587102
46,ARe5XHeeS9AG,-4.793455784716168,10.892109362186606,-9.686225210500307,-12.306962466248029,-28.660330263237473,-4.2283880449382565,11.540320206878437,-3.9175188495789173,-0.6682361330808847,1.8556952937785576,3.1786068503734666,-34.45108254651739,-9.6101602246888,6.71848420473638,0.9528990970247662,-0.7139029935336705,10.270806254830333,-2.132433289847665,13.048475341688082,6.503015897199724
47,sqsw150rz7nL,9.941521117208342,-0.9510099976264526,-10.294404051825424,0.5816539677071474,-4.026235636415237,11.974137405120524,3.3257690914649998,-19.12220767661688,-3.0351731390492676,2.696569297238637,-0.34349239505373186,6.45835210196661,-19.017468627964785,-12.890856948663103,-14.766763950642531,17.72996526766155,-12.103656882442342,-13.03413680755225,-5.310472660037664,8.420678867646295
48,lttjsyOpzDyQ,-18.219816610202457,9.444628984423824,6.5416509854671245,-34.9654435229211,5.457848553323503,8.887384295445742,-10.998616675331208,-1.0306680814917397,-11.72484611793732,0.8814163804727739,-13.591105917992659,10.590515410927122,-0.6646357806069677,-15.723966624910167,-9.098326619934568,-2.756962813784818,-4.193677882341874,12.554550766573902,-12.425330286311159,-7.151611617360028
49,wWP6mpsmMFDF,-13.845930207802699,4.127581140958259,-9.838796011024781,8.889097029829346,-20.48081881591377,8.638013707266923,-17.51465814022651,-33.149576008405994,-11.327445089684907,-3.7090006243938953,6.801016120298074,8.297849524525034,13.03475616789214,-2.76377334561529,-4.900807447766235,9.1679274378326,17.065627635838982,-1.3928919051358641,6.057634398565103,-5.353452343476056
50,zpU7rEseBMH8,-33.03446363045907,-31.658953985240874,19.54291608702522,2.2307510074082875,10.055081362462763,-7.87436545434145,5.348750376490154,-7.245431383519781,-12.285208067664644,-9.773646660028021,9.018949598835887,4.8107129724425555,11.64766524457822,-0.23797676248036698,-0.257850211846315,-22.486972375152067,-3.5961012785826494,19.975511058840635,0.2453217779513262,-2.4126373124723504
51,yILUxoVHNpWq,-9.91729602183016,-5.461203654541811,-14.850233584609251,-4.412269218739715,-16.343689784973673,-1.08680646735261,11.696216577091487,-4.652187208941261,10.029747507867837,3.2991452849568317,9.364636522774052,15.376025378266547,-7.975087521759386,-20.35940441652616,0.928388557012666,-7.878556753499362,-5.887746710762905,-5.312446481018498,-5.085588550635055,6.924669405183374
52,t24GOe1fGzKr,44.67655562881206,14.34940982561484,16.657592314287662,-13.943745410836426,-25.631399447878554,2.036651412236623,-13.251603604765386,28.01248381541453,24.004294213313834,-0.23452162803575782,10.542861963115472,3.175699496512757,10.450639482448445,17.35893863473438,-1.0320152120768986,-6.024388273059322,-7.045978715334306,-6.668269752791907,-0.6894632445816432,5.161060902324708
53,dUPJ6W25gKWI,-6.9846318460983765,-3.886573454762239,-6.586999433400013,21.052201600493177,16.75826524854158,-12.89071693144289,1.1806192693227129,18.557310218550683,14.172790548696907,-10.859600284157388,-9.134440917347755,15.961623221497799,9.303806453661045,-3.305985059029517,6.174578021380265,3.5019451411131697,-9.970297961133307,5.70958877989442,2.857503385740514,0.6816902031305339
54,JYM7XfjW9F1U,-23.770336484148988,-27.844950933757936,4.607609366940304,44.01284472623627,-24.139508255009904,6.524406870636314,5.215165734903711,-3.800838094170913,-6.675190226927352,-3.4515935780345592,-8.44935252352379,-12.049285048320343,3.8355747435955005,8.411147220378453,1.8208658030429823,-20.95206738036921,-25.33736563530927,13.35303591910323,-15.57370996262599,23.41167124031179
55,qHaIxizePvDX,-30.756244556426484,-1.3791005067873754,-15.837400737485494,-20.30921750287519,-5.575870250168291,0.8142132289596388,-13.613587726255895,6.170300508266523,7.128384351592284,17.432360104058034,4.6891729248268454,4.5378092838526305,25.593028967567637,0.30115584807168394,1.6208206767647066,1.5156877485769766,11.789443734555425,-2.8916016837494856,-0.5295926565650733,-4.965954849756766
56,t96uT6mftKXH,-30.302344621024087,39.373927500066884,6.833765261343795,14.807104248842203,31.810862970523317,-10.705897818885052,14.98552888818114,6.630441099167559,-23.81878546021804,13.757581219166116,-5.978873511015726,-7.646381242122482,16.00711018822697,-10.211656639036418,-0.8852366272754861,-32.53390538405993,2.5920267858672523,14.804676876874892,5.741799468226538,-4.88099320878748
57,ikMRX6uXk1Da,-23.56067550534816,44.114137582168134,-0.9110969529136349,19.205624695108334,-20.048950351571,-8.726791218761635,-2.2427280339282536,-9.02871824496044,-1.0927798653530325,-8.430912136013319,-6.1935576976551685,-2.5327046695487594,10.0603644735398,21.40678457100303,3.1096798474284473,-13.420061218240349,2.258647543155485,-11.045446711279048,-4.766211359173277,5.378679955438258
58,DgRP31gu21O9,-23.814635124661834,30.537568834188853,-1.444329298888001,5.546912694766971,-15.388955274179601,-33.196272772317684,19.27344491764633,-21.114060670271677,4.701814712776028,0.3754961327803931,18.267599649211597,8.422909227074538,-2.1723846728551455,-1.3664075776045377,8.75646302487715,-18.77366660585853,6.537876741734073,1.4320597823099082,-28.95174365477429,5.974432470759753
59,huFWt58fnSJm,29.670832497311498,5.626558405295339,-29.553871549459174,43.48892740444584,21.146396983591565,-13.878587379951503,5.415000392313581,9.666045183534546,1.3055894995366417,-3.001858888548381,10.961045686227596,-7.041940816453832,-5.36540845120192,14.295892326851686,-7.813186027909001,7.216242234758678,-19.049248841949275,5.270246754123526,-25.283968838363414,6.332463996879936
60,6gIOlJcn16PD,-33.76732773604906,-12.894281634396478,6.734302462688449,-28.781962658661858,-1.236567665462224,10.089727127651912,-9.187164510126202,-17.66530762100124,5.918546076468576,-5.269969421612097,21.683095560661716,7.411863868877497,-15.607290110788067,6.562587347319858,12.249085792941619,-1.5283619017972276,-1.8694753902362309,-0.11427433729211474,7.4251654566076155,0.1631116827238335
61,MjZvZtZZPjcG,-7.22804154330838,-7.461816847847021,18.89763996474451,0.49811165981516037,-13.534005208897392,-11.992023782481937,8.109790205871773,-27.63091200667944,-18.59095806579048,2.0382051094167464,7.637425878264678,10.158696673806942,14.764197646463357,-25.06431447071167,4.710277307879936,16.621566139328703,13.247126537041042,-15.688252845498468,-18.165521103370338,-0.41326315019414855
62,GwtP9d2rbzgz,27.669384741525015,-3.5564265620880464,-15.993419777994124,-22.41588600063645,12.954971329880804,11.641336021735196,-9.162238090472064,5.725327950169719,-22.744498302378272,-21.813613747963327,10.312645176114295,3.7596797108608184,-10.872803815369112,-3.415927164422907,-12.925126767292115,-0.4713909422579691,3.4984839983587936,3.5073376270010796,-3.3185896952599996,2.814609334202383
63,lH8hZWIn2OXP,-29.603881029736975,-14.447705450204527,11.533156895524801,3.6979678613484936,-9.239737772063103,-15.84816113487424,9.26785836311524,-39.07259745852966,15.901035241384022,26.15955630804968,9.21045267886456,-0.9191345844637561,-1.3616177087188766,-4.5988607433121,-8.731638126386482,6.3584246702175795,-15.676316331011098,2.6202780442744817,-10.97843371990892,8.787421246193341
64,MiCB6SQX7seF,40.71819576424177,9.448703057910627,2.7519593106349336,-21.1980894390273,9.738030977356816,9.259483885832221,-14.534090517551244,11.803324888372602,-10.253791279945904,-8.045674246343909,-8.174983634640515,-2.121065943941279,-5.0215077795079015,0.13476442651696738,-10.360139481660873,-10.986281397159352,3.376223114938425,-8.991045789658449,-7.339821906027302,-6.846518704152494
65,7dPGSJWR2Ysl,18.916199332222384,-10.568388530011935,-9.367040416410191,1.5197472080178938,-20.952486104085928,9.911106930895007,11.398727345226211,-0.5871962378098347,-15.5899118274533,-7.191337754314758,1.5830224945840736,-2.897526988666522,-13.565873731724968,10.113857866613925,16.178734750672387,6.405728374106767,10.025670622171596,5.363370394106028,1.5285599232087195,-4.566679059027782
66,7utjlLa52SO7,27.80011783109361,-13.798010485655814,21.228678084325775,-7.033590455015912,35.078378279104186,2.843757262112983,-23.350807806895414,-10.185527708177792,4.93186335497049,4.641853670842536,14.184981214185045,-19.144018243058532,-4.971440310006854,9.215377570650507,6.832327339368713,-17.92855124550838,-6.0976672832526315,-8.416403538034515,0.7656106690093348,-8.82582827969372
67,ZrR6qlydACvG,36.221490422378004,-3.052342126887561,-41.4793761730354,25.185971602764837,38.622484808872485,19.580080863589796,38.55442010496738,-0.04509003261033177,5.370962815545657,16.376509820755402,0.995692400032617,5.368108192735001,20.29582001667324,18.979915379782643,-15.600052763875034,-3.14391815295619,-15.919140306480905,2.464543295789154,-6.772009641162795,-3.8713722629403726
68,cy9x5OG6YJxh,-4.146654869974868,-10.449205674259906,-7.496554420520468,-20.244001009360847,-9.453839865181457,2.2838424785917164,-1.1570819469725147,17.763564640826885,-8.821357164705475,-9.115430530363659,5.519113274504916,-1.3489064588711452,-16.9425447799345,6.312766056672699,1.2578861433379662,0.15681796906598322,1.0606706393279448,-5.150111313753612,3.1394970393329884,-11.103616729364878
69,KewFB4GN3Fcy,-31.034483613283907,-34.24080232287116,35.48979081673667,-6.877533732021228,26.325307930774127,-8.679175409422385,10.888067004625523,-13.732240947845535,2.772244943095601,-11.543069950468054,-24.180367323499087,5.023483126414244,-9.48919493304482,15.829133394391572,-6.136673809709168,-6.2555944421041945,-11.20204455808417,18.633415760438677,-5.968048981123067,-11.339047094449747
70,tWoGN6iuXPyT,8.49210709597668,-23.14757845736334,-23.123855761783044,11.846252439556315,-13.014177629362797,7.072782871706942,10.359474495124681,-18.308183593069653,18.91111865109751,28.870192622888414,8.786497133307272,-4.728659005768771,-29.794419897094,-10.62863349664596,-2.530448881626146,-0.8850655600869156,-13.00938002307917,-8.414677511397816,-13.631580839087166,22.831766756282903
71,20cfC8xUkIgx,-7.05829435361082,-26.90114277652135,-5.9645826957387085,-4.323925306829731,-5.790484247100852,3.202385072742681,-27.752132661676413,-8.574511955568163,-2.307725386750371,-5.250487877787448,5.7169504169176415,10.551811311233196,20.938327226152907,-1.9177713905831018,-12.945671675885796,16.83270003521094,-16.85190727061459,11.841448365522506,-12.63291837993066,-0.864265162935916
72,eJy3iG1CEzvQ,-39.773983856912515,12.610900145117018,26.328117311549576,-21.58133321180887,-4.429752835105987,-8.77548271198927,-15.998719635629435,-19.630997616370422,3.0411690706451022,-10.19988361860639,-0.44702297237309535,3.194967417209722,6.250020854069654,-1.93363834730744,-11.798777987682413,-15.387066156220516,11.38089828796121,1.5409379414622544,-15.329523393012419,-0.5481530935545569
